date,campaign_name,ad_set_name,placement,age,gender,region,impressions,reach,clicks,cost,user_id,conversions,revenue,purchase_roas,cpc,ctr
2024-08-27 14:07:22.323296,Holiday Sale,Set 3,Feed,45-54,Male,Texas,7347,4313,452,268.88,UID26,16,1231.26,4.58,0.59,0.0615
2024-06-18 14:07:22.323296,Product Launch,Set 2,Marketplace,35-44,Female,Texas,3392,2145,160,147.41,UID218,4,444.34,3.01,0.92,0.0472
2024-07-07 14:07:22.323296,Holiday Sale,Set 3,Stories,25-34,Female,California,8323,4185,471,309.02,UID476,13,998.38,3.23,0.66,0.0566
2024-06-28 14:07:22.323296,Brand Awareness,Set 1,Feed,25-34,Female,Illinois,3134,2713,89,70.45,UID59,2,144.43,2.05,0.79,0.0284
2024-06-19 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,35-44,Female,Texas,6026,5853,187,312.57,UID209,6,576.34,1.84,1.67,0.031
2024-08-19 14:07:22.323296,Holiday Sale,Set 1,Marketplace,25-34,Male,New York,5457,3407,223,181.62,UID260,6,334.63,1.84,0.81,0.0409
2024-07-08 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,18-24,Female,California,3580,3478,160,192.23,UID372,4,331.37,1.72,1.2,0.0447
2024-07-02 14:07:22.323296,Holiday Sale,Set 2,Feed,55-64,Male,New York,7179,4187,313,455.34,UID475,12,608.56,1.34,1.45,0.0436
2024-07-11 14:07:22.323296,Holiday Sale,Set 3,Marketplace,25-34,Male,New York,9172,5032,438,295.65,UID395,12,1027.87,3.48,0.68,0.0478
2024-07-08 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,45-54,Female,Florida,11328,6939,350,548.03,UID87,12,690.15,1.26,1.57,0.0309
2024-07-13 14:07:22.323296,Product Launch,Set 3,Marketplace,25-34,Male,New York,4848,3144,141,72.54,UID475,3,228.51,3.15,0.51,0.0291
2024-06-25 14:07:22.323296,Brand Awareness,Set 2,Stories,45-54,Male,New York,3385,2448,44,51.79,UID258,1,92.07,1.78,1.18,0.013
2024-07-02 14:07:22.323296,Product Launch,Set 1,Stories,25-34,Female,Florida,3321,2223,88,78.54,UID408,2,202.89,2.58,0.89,0.0265
2024-06-18 14:07:22.323296,Product Launch,Set 2,Marketplace,25-34,Female,Florida,2132,1403,57,23.94,UID407,1,87.88,3.67,0.42,0.0267
2024-07-17 14:07:22.323296,Brand Awareness,Set 3,Video Feeds,45-54,Female,Florida,2490,2247,114,251.84,UID250,4,374.66,1.49,2.21,0.0458
2024-08-31 14:07:22.323296,Product Launch,Set 2,Video Feeds,18-24,Male,Illinois,5223,3767,324,158.97,UID438,7,630.17,3.96,0.49,0.062
2024-07-26 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,55-64,Male,Florida,8371,4138,241,236.35,UID232,9,454.09,1.92,0.98,0.0288
2024-07-16 14:07:22.323296,Product Launch,Set 3,Stories,55-64,Female,Illinois,3172,2571,46,74.39,UID483,1,92.67,1.25,1.62,0.0145
2024-08-04 14:07:22.323296,Holiday Sale,Set 2,Feed,18-24,Female,California,7770,4548,558,783.56,UID250,13,723.73,0.92,1.4,0.0718
2024-06-18 14:07:22.323296,Brand Awareness,Set 1,Feed,25-34,Female,Illinois,2707,2266,82,42.13,UID4,2,156.77,3.72,0.51,0.0303
2024-07-04 14:07:22.323296,Product Launch,Set 3,Marketplace,55-64,Female,California,3466,2834,141,214.53,UID55,6,581.4,2.71,1.52,0.0407
2024-09-07 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,18-24,Female,Florida,2395,1746,105,78.8,UID63,2,177.32,2.25,0.75,0.0438
2024-08-20 14:07:22.323296,Holiday Sale,Set 3,Marketplace,18-24,Female,Florida,8995,5618,195,141.25,UID461,4,222.21,1.57,0.72,0.0217
2024-09-11 14:07:22.323296,Product Launch,Set 2,Feed,55-64,Female,California,7690,5187,345,599.44,UID317,14,1059.92,1.77,1.74,0.0449
2024-08-21 14:07:22.323296,Holiday Sale,Set 3,Feed,45-54,Male,Texas,4359,2640,139,137.12,UID450,4,215.57,1.57,0.99,0.0319
2024-08-15 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,35-44,Female,Illinois,4179,2728,157,120.77,UID299,4,260.22,2.15,0.77,0.0376
2024-08-11 14:07:22.323296,Holiday Sale,Set 1,Marketplace,45-54,Female,New York,7399,4219,144,79.28,UID271,4,239.47,3.02,0.55,0.0195
2024-07-31 14:07:22.323296,Brand Awareness,Set 3,Video Feeds,25-34,Female,Florida,6592,4659,274,184.7,UID310,8,781.31,4.23,0.67,0.0416
2024-08-28 14:07:22.323296,Brand Awareness,Set 1,Feed,45-54,Female,Illinois,6420,4549,127,219.45,UID450,4,476.22,2.17,1.73,0.0198
2024-09-02 14:07:22.323296,Brand Awareness,Set 3,Feed,35-44,Male,Illinois,3422,2734,119,94.32,UID160,3,262.13,2.78,0.79,0.0348
2024-08-12 14:07:22.323296,Product Launch,Set 3,Video Feeds,35-44,Female,Florida,4468,3480,132,145.82,UID59,3,241.16,1.65,1.1,0.0295
2024-06-20 14:07:22.323296,Holiday Sale,Set 2,Marketplace,18-24,Male,California,3228,1692,102,95.96,UID201,1,91.37,0.95,0.94,0.0316
2024-07-24 14:07:22.323296,Brand Awareness,Set 2,Stories,25-34,Male,Florida,3405,2725,182,108.3,UID218,5,561.85,5.19,0.6,0.0535
2024-08-30 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,18-24,Male,Illinois,6216,3876,300,281.56,UID224,7,488.72,1.74,0.94,0.0483
2024-07-07 14:07:22.323296,Brand Awareness,Set 3,Feed,45-54,Female,Texas,1975,1451,64,133.04,UID459,2,175.77,1.32,2.08,0.0324
2024-08-05 14:07:22.323296,Holiday Sale,Set 3,Stories,45-54,Female,California,4773,3035,124,119.27,UID104,4,177.01,1.48,0.96,0.026
2024-06-18 14:07:22.323296,Brand Awareness,Set 1,Video Feeds,55-64,Male,Florida,4333,3378,113,126.65,UID324,4,356.86,2.82,1.12,0.0261
2024-07-21 14:07:22.323296,Brand Awareness,Set 1,Stories,18-24,Male,New York,1720,1230,109,112.59,UID297,2,203.3,1.81,1.03,0.0634
2024-07-26 14:07:22.323296,Brand Awareness,Set 1,Video Feeds,18-24,Female,Florida,4703,3457,128,99.65,UID294,3,313.09,3.14,0.78,0.0272
2024-07-28 14:07:22.323296,Brand Awareness,Set 2,Feed,18-24,Male,Illinois,5530,5451,169,106.22,UID40,4,438.65,4.13,0.63,0.0306
2024-07-26 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,18-24,Male,Illinois,7282,4055,187,109.91,UID137,4,239.65,2.18,0.59,0.0257
2024-07-13 14:07:22.323296,Brand Awareness,Set 1,Stories,35-44,Female,New York,3254,2528,160,125.4,UID481,5,419.77,3.35,0.78,0.0492
2024-07-03 14:07:22.323296,Brand Awareness,Set 3,Marketplace,55-64,Female,California,5757,4930,112,99.7,UID370,4,352.79,3.54,0.89,0.0195
2024-09-06 14:07:22.323296,Brand Awareness,Set 2,Feed,25-34,Male,Illinois,6081,5501,250,201.17,UID317,7,704.51,3.5,0.8,0.0411
2024-07-16 14:07:22.323296,Holiday Sale,Set 2,Feed,25-34,Male,California,6714,3561,165,55.26,UID312,4,258.16,4.67,0.33,0.0246
2024-07-28 14:07:22.323296,Brand Awareness,Set 1,Stories,25-34,Female,California,4223,3874,254,410.29,UID65,7,685.11,1.67,1.62,0.0601
2024-08-08 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,35-44,Female,Florida,4605,2381,194,177.06,UID407,6,336.94,1.9,0.91,0.0421
2024-09-02 14:07:22.323296,Product Launch,Set 1,Video Feeds,55-64,Female,California,4066,2486,114,96.39,UID247,4,317.65,3.3,0.85,0.028
2024-06-19 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,55-64,Male,Illinois,8412,4850,296,230.8,UID267,12,853.17,3.7,0.78,0.0352
2024-07-30 14:07:22.323296,Product Launch,Set 3,Feed,35-44,Female,Illinois,8128,5048,173,218.09,UID34,4,378.74,1.74,1.26,0.0213
2024-08-29 14:07:22.323296,Brand Awareness,Set 3,Feed,18-24,Male,Texas,3377,3316,154,214.66,UID94,3,303.6,1.41,1.39,0.0456
2024-07-29 14:07:22.323296,Brand Awareness,Set 2,Stories,45-54,Male,California,3743,2620,49,64.72,UID421,1,86.91,1.34,1.32,0.0131
2024-07-05 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,18-24,Female,Texas,4543,2807,206,103.72,UID5,4,306.19,2.95,0.5,0.0453
2024-08-31 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,25-34,Female,Florida,3353,2628,67,34.85,UID272,2,148.12,4.25,0.52,0.02
2024-07-06 14:07:22.323296,Brand Awareness,Set 1,Stories,18-24,Female,Texas,2112,2014,108,79.14,UID386,2,152.9,1.93,0.73,0.0511
2024-07-14 14:07:22.323296,Holiday Sale,Set 2,Feed,35-44,Female,California,6964,3333,288,135.74,UID267,9,624.79,4.6,0.47,0.0414
2024-07-07 14:07:22.323296,Brand Awareness,Set 3,Feed,25-34,Male,Illinois,2097,2067,55,34.48,UID7,1,88.95,2.58,0.63,0.0262
2024-06-19 14:07:22.323296,Product Launch,Set 3,Marketplace,45-54,Male,Florida,3812,2320,116,199.78,UID328,3,258.91,1.3,1.72,0.0304
2024-08-16 14:07:22.323296,Product Launch,Set 2,Marketplace,25-34,Male,California,4689,3659,262,208.98,UID293,7,457.24,2.19,0.8,0.0559
2024-08-12 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,18-24,Male,Florida,2028,1734,204,179.85,UID373,5,510.34,2.84,0.88,0.1006
2024-09-04 14:07:22.323296,Brand Awareness,Set 2,Feed,55-64,Female,New York,2839,2353,56,95.3,UID159,2,235.96,2.48,1.7,0.0197
2024-08-05 14:07:22.323296,Product Launch,Set 3,Video Feeds,55-64,Male,California,2773,1811,95,106.16,UID443,3,297.34,2.8,1.12,0.0343
2024-08-18 14:07:22.323296,Brand Awareness,Set 3,Feed,55-64,Female,New York,5649,5380,220,323.66,UID224,9,749.37,2.32,1.47,0.0389
2024-07-23 14:07:22.323296,Product Launch,Set 1,Marketplace,25-34,Female,Texas,7364,4663,262,220.71,UID333,7,664.81,3.01,0.84,0.0356
2024-09-03 14:07:22.323296,Holiday Sale,Set 2,Stories,55-64,Male,California,4224,2580,121,97.81,UID56,4,286.17,2.93,0.81,0.0286
2024-06-17 14:07:22.323296,Product Launch,Set 2,Feed,35-44,Male,New York,9772,6789,437,451.9,UID252,14,1002.06,2.22,1.03,0.0447
2024-07-26 14:07:22.323296,Brand Awareness,Set 3,Marketplace,45-54,Male,Illinois,2598,2596,60,73.36,UID304,2,218.27,2.98,1.22,0.0231
2024-08-24 14:07:22.323296,Brand Awareness,Set 2,Marketplace,55-64,Male,Texas,3365,2972,87,129.5,UID90,3,261.88,2.02,1.49,0.0259
2024-07-11 14:07:22.323296,Product Launch,Set 1,Feed,35-44,Male,California,5686,3465,196,182.3,UID364,6,341.8,1.87,0.93,0.0345
2024-07-12 14:07:22.323296,Product Launch,Set 2,Video Feeds,35-44,Female,California,5856,4030,179,362.93,UID404,4,340.94,0.94,2.03,0.0306
2024-08-07 14:07:22.323296,Brand Awareness,Set 3,Feed,25-34,Female,Illinois,3521,2534,279,414.52,UID258,8,783.85,1.89,1.49,0.0792
2024-06-29 14:07:22.323296,Brand Awareness,Set 2,Marketplace,25-34,Male,Illinois,5641,4432,122,166.4,UID159,3,237.71,1.43,1.36,0.0216
2024-08-06 14:07:22.323296,Brand Awareness,Set 3,Feed,45-54,Male,New York,5798,4655,152,229.3,UID297,5,309.58,1.35,1.51,0.0262
2024-08-25 14:07:22.323296,Holiday Sale,Set 1,Stories,45-54,Male,New York,5982,3812,154,152.97,UID387,4,336.14,2.2,0.99,0.0257
2024-08-23 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,18-24,Male,New York,5661,3590,238,118.8,UID318,4,404.73,3.41,0.5,0.042
2024-06-18 14:07:22.323296,Product Launch,Set 2,Feed,45-54,Male,Florida,3700,2169,145,237.97,UID139,4,331.47,1.39,1.64,0.0392
2024-07-01 14:07:22.323296,Product Launch,Set 2,Marketplace,25-34,Male,Texas,2926,2096,110,104.95,UID392,2,161.11,1.54,0.95,0.0376
2024-07-18 14:07:22.323296,Holiday Sale,Set 3,Marketplace,35-44,Female,California,4198,2147,138,130.09,UID67,4,209.38,1.61,0.94,0.0329
2024-06-20 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,18-24,Female,Texas,7224,3833,260,128.92,UID39,6,310.73,2.41,0.5,0.036
2024-07-20 14:07:22.323296,Product Launch,Set 1,Feed,45-54,Male,Illinois,4801,2826,254,187.06,UID239,8,469.58,2.51,0.74,0.0529
2024-07-23 14:07:22.323296,Holiday Sale,Set 1,Marketplace,35-44,Male,Texas,5449,3360,156,182.69,UID62,4,211.28,1.16,1.17,0.0286
2024-09-02 14:07:22.323296,Product Launch,Set 1,Video Feeds,25-34,Female,Texas,3771,3096,169,148.48,UID39,4,360.13,2.43,0.88,0.0448
2024-08-19 14:07:22.323296,Brand Awareness,Set 2,Stories,55-64,Male,New York,3175,2431,100,118.06,UID475,4,265.26,2.25,1.18,0.0315
2024-06-22 14:07:22.323296,Product Launch,Set 2,Video Feeds,18-24,Male,Illinois,4718,3155,133,106.67,UID20,2,135.95,1.27,0.8,0.0282
2024-06-29 14:07:22.323296,Holiday Sale,Set 3,Feed,35-44,Male,Texas,5719,2905,324,230.13,UID5,10,651.74,2.83,0.71,0.0567
2024-08-16 14:07:22.323296,Holiday Sale,Set 1,Feed,25-34,Female,California,5997,3914,342,423.83,UID398,9,484.43,1.14,1.24,0.057
2024-09-02 14:07:22.323296,Holiday Sale,Set 2,Marketplace,25-34,Male,New York,4999,2342,252,145.7,UID433,7,476.75,3.27,0.58,0.0504
2024-08-18 14:07:22.323296,Product Launch,Set 2,Stories,18-24,Female,Texas,3591,2619,81,68.14,UID356,1,84.87,1.25,0.84,0.0226
2024-08-12 14:07:22.323296,Holiday Sale,Set 1,Feed,18-24,Male,Illinois,6018,3856,159,137.47,UID293,3,174.43,1.27,0.86,0.0264
2024-06-24 14:07:22.323296,Product Launch,Set 2,Marketplace,45-54,Male,California,5968,3759,338,458.9,UID405,12,1017.02,2.22,1.36,0.0566
2024-06-21 14:07:22.323296,Brand Awareness,Set 3,Video Feeds,45-54,Female,Illinois,3237,2838,58,90.68,UID404,2,163.54,1.8,1.56,0.0179
2024-08-27 14:07:22.323296,Brand Awareness,Set 3,Video Feeds,18-24,Male,Illinois,418,298,21,14.7,UID6,0,0.0,0.0,0.7,0.0502
2024-08-29 14:07:22.323296,Holiday Sale,Set 1,Feed,18-24,Female,Illinois,2922,1839,102,59.73,UID269,1,83.7,1.4,0.59,0.0349
2024-09-03 14:07:22.323296,Product Launch,Set 3,Stories,35-44,Female,Florida,6733,4389,130,145.53,UID371,3,233.07,1.6,1.12,0.0193
2024-06-26 14:07:22.323296,Product Launch,Set 2,Marketplace,45-54,Male,California,6588,5471,264,294.29,UID356,9,591.12,2.01,1.11,0.0401
2024-09-01 14:07:22.323296,Holiday Sale,Set 3,Feed,25-34,Female,Illinois,7455,4853,159,191.75,UID60,4,195.45,1.02,1.21,0.0213
2024-07-30 14:07:22.323296,Product Launch,Set 2,Marketplace,45-54,Female,Florida,5721,4385,280,274.2,UID338,9,571.15,2.08,0.98,0.0489
2024-07-16 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,45-54,Male,New York,8289,4691,132,111.48,UID316,4,190.19,1.71,0.84,0.0159
2024-07-16 14:07:22.323296,Holiday Sale,Set 1,Marketplace,18-24,Male,Florida,5227,3240,152,238.87,UID111,3,150.16,0.63,1.57,0.0291
2024-09-12 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,18-24,Male,New York,4208,3110,278,323.38,UID416,6,613.89,1.9,1.16,0.0661
2024-08-31 14:07:22.323296,Holiday Sale,Set 2,Stories,45-54,Female,Florida,4263,2253,84,48.2,UID277,3,179.75,3.73,0.57,0.0197
2024-09-12 14:07:22.323296,Product Launch,Set 3,Stories,55-64,Male,Illinois,4483,2645,84,122.04,UID380,3,252.55,2.07,1.45,0.0187
2024-08-14 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,55-64,Male,Florida,15399,6115,640,558.94,UID392,27,955.57,1.71,0.87,0.0416
2024-08-22 14:07:22.323296,Brand Awareness,Set 1,Feed,45-54,Male,Florida,2760,2598,64,58.06,UID92,2,177.56,3.06,0.91,0.0232
2024-08-14 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,55-64,Male,Illinois,3378,2215,77,65.61,UID294,3,180.91,2.76,0.85,0.0228
2024-07-30 14:07:22.323296,Product Launch,Set 3,Marketplace,45-54,Female,New York,4450,3360,168,109.29,UID475,6,366.37,3.35,0.65,0.0378
2024-08-21 14:07:22.323296,Holiday Sale,Set 3,Marketplace,18-24,Male,Illinois,5100,3126,184,115.84,UID163,4,290.86,2.51,0.63,0.0361
2024-08-08 14:07:22.323296,Product Launch,Set 2,Marketplace,18-24,Male,California,5277,4260,240,87.3,UID299,6,425.58,4.87,0.36,0.0455
2024-06-15 14:07:22.323296,Product Launch,Set 3,Feed,18-24,Male,Florida,6226,5089,201,102.14,UID420,4,377.81,3.7,0.51,0.0323
2024-08-30 14:07:22.323296,Holiday Sale,Set 3,Stories,25-34,Male,California,5157,2913,184,70.74,UID296,4,268.56,3.8,0.38,0.0357
2024-08-20 14:07:22.323296,Brand Awareness,Set 1,Stories,18-24,Male,Illinois,7160,5247,223,212.12,UID195,5,343.62,1.62,0.95,0.0311
2024-08-02 14:07:22.323296,Product Launch,Set 2,Marketplace,18-24,Female,Illinois,7015,4910,334,203.48,UID448,7,657.08,3.23,0.61,0.0476
2024-07-09 14:07:22.323296,Product Launch,Set 1,Feed,45-54,Male,Texas,3424,2473,177,216.86,UID271,6,449.14,2.07,1.23,0.0517
2024-06-30 14:07:22.323296,Brand Awareness,Set 1,Marketplace,55-64,Male,California,3881,3452,71,48.95,UID287,3,253.45,5.18,0.69,0.0183
2024-09-07 14:07:22.323296,Holiday Sale,Set 3,Stories,55-64,Female,Texas,7188,4776,325,226.8,UID493,13,888.65,3.92,0.7,0.0452
2024-06-27 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,18-24,Male,California,4134,2687,105,80.92,UID97,1,72.64,0.9,0.77,0.0254
2024-08-05 14:07:22.323296,Holiday Sale,Set 2,Marketplace,18-24,Female,Texas,1353,738,25,8.84,UID134,0,0.0,0.0,0.35,0.0185
2024-07-20 14:07:22.323296,Brand Awareness,Set 2,Marketplace,18-24,Female,Texas,6894,5060,468,587.1,UID483,11,1081.84,1.84,1.25,0.0679
2024-08-25 14:07:22.323296,Product Launch,Set 2,Marketplace,45-54,Female,California,2806,1788,81,79.98,UID255,2,214.4,2.68,0.99,0.0289
2024-07-28 14:07:22.323296,Brand Awareness,Set 1,Stories,45-54,Female,Illinois,5278,3969,111,99.46,UID374,4,377.18,3.79,0.9,0.021
2024-09-05 14:07:22.323296,Product Launch,Set 2,Feed,45-54,Male,New York,6060,4074,331,253.23,UID262,12,1020.87,4.03,0.77,0.0546
2024-07-31 14:07:22.323296,Product Launch,Set 2,Video Feeds,55-64,Male,Illinois,3331,2673,51,67.55,UID165,1,71.01,1.05,1.32,0.0153
2024-09-02 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,25-34,Female,New York,10408,5769,580,931.08,UID172,16,930.72,1.0,1.61,0.0557
2024-08-29 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,55-64,Female,California,6144,3564,170,480.45,UID94,6,320.52,0.67,2.83,0.0277
2024-07-04 14:07:22.323296,Holiday Sale,Set 1,Marketplace,45-54,Female,Florida,6309,3170,295,144.2,UID162,10,737.9,5.12,0.49,0.0468
2024-07-02 14:07:22.323296,Brand Awareness,Set 1,Stories,35-44,Female,Illinois,1692,1434,47,69.36,UID363,1,97.41,1.4,1.48,0.0278
2024-08-07 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,25-34,Female,Texas,1248,800,61,79.86,UID159,1,105.47,1.32,1.31,0.0489
2024-06-26 14:07:22.323296,Brand Awareness,Set 1,Marketplace,18-24,Male,Illinois,3636,3388,116,58.95,UID228,2,161.46,2.74,0.51,0.0319
2024-07-09 14:07:22.323296,Holiday Sale,Set 1,Feed,55-64,Female,California,8917,4306,298,221.21,UID463,12,584.22,2.64,0.74,0.0334
2024-08-13 14:07:22.323296,Holiday Sale,Set 2,Marketplace,25-34,Male,Florida,1810,1157,75,56.16,UID99,1,109.94,1.96,0.75,0.0414
2024-08-28 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,35-44,Female,Florida,6327,3299,197,148.41,UID403,6,361.57,2.44,0.75,0.0311
2024-09-08 14:07:22.323296,Brand Awareness,Set 1,Video Feeds,25-34,Female,Illinois,4122,3708,185,106.33,UID99,5,529.87,4.98,0.57,0.0449
2024-07-18 14:07:22.323296,Product Launch,Set 1,Feed,55-64,Male,Illinois,7033,4360,299,481.47,UID13,12,890.26,1.85,1.61,0.0425
2024-06-27 14:07:22.323296,Brand Awareness,Set 1,Stories,45-54,Female,Illinois,5524,4984,110,164.2,UID49,4,492.23,3.0,1.49,0.0199
2024-07-22 14:07:22.323296,Brand Awareness,Set 2,Feed,18-24,Male,California,4210,2992,127,154.47,UID473,3,323.01,2.09,1.22,0.0302
2024-06-26 14:07:22.323296,Brand Awareness,Set 2,Feed,45-54,Male,New York,3859,3396,175,271.08,UID202,6,525.6,1.94,1.55,0.0453
2024-07-20 14:07:22.323296,Product Launch,Set 1,Video Feeds,45-54,Female,New York,3504,2609,178,229.7,UID208,6,451.54,1.97,1.29,0.0508
2024-07-12 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,55-64,Female,Texas,2281,1764,60,88.01,UID387,2,180.72,2.05,1.47,0.0263
2024-07-23 14:07:22.323296,Holiday Sale,Set 2,Stories,45-54,Male,California,4590,3002,216,293.53,UID228,7,364.8,1.24,1.36,0.0471
2024-08-30 14:07:22.323296,Product Launch,Set 1,Video Feeds,45-54,Male,Florida,2806,1669,84,52.34,UID82,2,165.54,3.16,0.62,0.0299
2024-07-27 14:07:22.323296,Brand Awareness,Set 2,Feed,55-64,Female,Texas,3842,3717,98,90.23,UID233,4,326.52,3.62,0.92,0.0255
2024-07-15 14:07:22.323296,Brand Awareness,Set 1,Feed,55-64,Male,Florida,5920,3215,175,258.95,UID134,7,467.44,1.81,1.48,0.0296
2024-06-16 14:07:22.323296,Product Launch,Set 3,Stories,35-44,Female,Florida,4304,3279,99,83.05,UID343,2,155.55,1.87,0.84,0.023
2024-09-04 14:07:22.323296,Brand Awareness,Set 3,Video Feeds,45-54,Female,Illinois,4164,3728,231,201.02,UID312,8,701.99,3.49,0.87,0.0555
2024-09-12 14:07:22.323296,Product Launch,Set 3,Video Feeds,25-34,Female,Florida,3973,2484,111,130.37,UID445,2,169.01,1.3,1.17,0.0279
2024-07-26 14:07:22.323296,Holiday Sale,Set 2,Feed,18-24,Male,Florida,7893,4186,192,140.19,UID387,4,273.41,1.95,0.73,0.0243
2024-07-15 14:07:22.323296,Brand Awareness,Set 3,Feed,18-24,Female,California,6514,3730,242,60.92,UID270,6,448.09,7.36,0.25,0.0372
2024-08-14 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,55-64,Male,Illinois,4909,3122,214,269.31,UID269,9,638.59,2.37,1.26,0.0436
2024-08-09 14:07:22.323296,Holiday Sale,Set 1,Marketplace,55-64,Male,Illinois,3375,2219,52,38.85,UID339,1,70.34,1.81,0.75,0.0154
2024-09-08 14:07:22.323296,Brand Awareness,Set 3,Feed,35-44,Female,Texas,3877,2737,82,111.95,UID277,2,178.44,1.59,1.37,0.0212
2024-09-05 14:07:22.323296,Brand Awareness,Set 2,Feed,45-54,Male,Illinois,5711,4601,110,133.74,UID260,4,341.83,2.56,1.22,0.0193
2024-06-28 14:07:22.323296,Product Launch,Set 3,Feed,55-64,Male,New York,5860,4397,203,309.37,UID95,8,562.11,1.82,1.52,0.0346
2024-06-28 14:07:22.323296,Brand Awareness,Set 2,Stories,55-64,Male,California,5137,4409,217,309.64,UID401,9,1100.66,3.55,1.43,0.0422
2024-07-13 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,18-24,Male,Texas,7629,4999,374,126.3,UID159,9,492.59,3.9,0.34,0.049
2024-09-03 14:07:22.323296,Brand Awareness,Set 1,Video Feeds,45-54,Male,New York,5823,4105,111,73.01,UID275,4,332.55,4.55,0.66,0.0191
2024-08-03 14:07:22.323296,Product Launch,Set 2,Video Feeds,35-44,Female,Florida,6351,4400,207,112.04,UID363,6,581.58,5.19,0.54,0.0326
2024-08-03 14:07:22.323296,Holiday Sale,Set 2,Feed,55-64,Female,New York,6334,3803,183,112.11,UID108,7,522.68,4.66,0.61,0.0289
2024-08-16 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,55-64,Male,Texas,5083,2593,86,97.72,UID289,3,166.7,1.71,1.14,0.0169
2024-08-26 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,55-64,Female,Illinois,7969,4876,248,347.98,UID217,10,709.86,2.04,1.4,0.0311
2024-08-18 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,18-24,Female,California,556,268,22,11.48,UID294,0,0.0,0.0,0.52,0.0396
2024-08-21 14:07:22.323296,Product Launch,Set 3,Stories,55-64,Female,Texas,7081,4929,208,173.98,UID277,8,611.85,3.52,0.84,0.0294
2024-08-24 14:07:22.323296,Product Launch,Set 1,Stories,55-64,Male,New York,6042,4545,383,462.61,UID492,15,1012.95,2.19,1.21,0.0634
2024-06-25 14:07:22.323296,Product Launch,Set 2,Feed,18-24,Male,New York,7748,5036,182,57.67,UID419,3,160.51,2.78,0.32,0.0235
2024-06-28 14:07:22.323296,Product Launch,Set 3,Video Feeds,55-64,Female,Texas,2784,1675,65,99.92,UID145,2,137.25,1.37,1.54,0.0233
2024-09-05 14:07:22.323296,Brand Awareness,Set 1,Feed,45-54,Female,Texas,5743,5668,302,367.34,UID67,11,807.74,2.2,1.22,0.0526
2024-06-17 14:07:22.323296,Product Launch,Set 1,Feed,45-54,Female,Texas,5994,4865,94,101.96,UID343,2,192.57,1.89,1.08,0.0157
2024-06-22 14:07:22.323296,Brand Awareness,Set 1,Feed,18-24,Male,Illinois,3088,3019,177,119.41,UID304,4,369.21,3.09,0.67,0.0573
2024-07-27 14:07:22.323296,Holiday Sale,Set 1,Feed,45-54,Male,Texas,5692,3770,202,131.68,UID444,7,531.47,4.04,0.65,0.0355
2024-06-23 14:07:22.323296,Brand Awareness,Set 2,Feed,35-44,Female,Florida,3690,2787,153,87.89,UID463,5,359.75,4.09,0.57,0.0415
2024-07-03 14:07:22.323296,Brand Awareness,Set 2,Feed,55-64,Male,California,3452,2579,69,140.09,UID353,2,233.6,1.67,2.03,0.02
2024-06-26 14:07:22.323296,Brand Awareness,Set 1,Stories,35-44,Male,California,1977,1404,17,11.48,UID346,0,0.0,0.0,0.68,0.0086
2024-07-11 14:07:22.323296,Product Launch,Set 1,Marketplace,45-54,Male,Florida,6913,5574,132,103.43,UID287,4,362.13,3.5,0.78,0.0191
2024-08-11 14:07:22.323296,Product Launch,Set 2,Stories,18-24,Female,New York,3096,2388,80,38.33,UID348,1,79.71,2.08,0.48,0.0258
2024-07-09 14:07:22.323296,Holiday Sale,Set 3,Feed,18-24,Male,New York,3637,2158,248,192.56,UID60,6,321.93,1.67,0.78,0.0682
2024-07-29 14:07:22.323296,Product Launch,Set 1,Marketplace,35-44,Male,New York,6957,5672,186,136.94,UID57,6,464.86,3.39,0.74,0.0267
