date,campaign_name,ad_group_name,device_type,geo_targeting,age,gender,impressions,clicks,cost,user_id,conversions,conversion_value,conv_rate,cost_per_conv
2024-06-17 14:07:22.323296,Product Launch,Group A,Mobile,Illinois,55-64,Male,7642,265,389.32,UID460,7,732.21,0.0264,55.62
2024-09-02 14:07:22.323296,Brand Awareness,Group B,Tablet,Texas,18-24,Male,4998,230,223.09,UID441,3,329.22,0.013,74.36
2024-07-06 14:07:22.323296,Product Launch,Group A,Desktop,New York,45-54,Female,7372,476,428.7,UID217,10,1093.47,0.021,42.87
2024-07-22 14:07:22.323296,Product Launch,Group A,Desktop,California,35-44,Male,5642,525,497.02,UID461,10,774.26,0.019,49.7
2024-08-25 14:07:22.323296,Product Launch,Group C,Desktop,Illinois,18-24,Male,3663,102,71.49,UID244,1,51.47,0.0098,71.49
2024-08-25 14:07:22.323296,Holiday Sale,Group C,Mobile,Texas,45-54,Male,10368,292,169.28,UID42,6,452.06,0.0205,28.21
2024-08-15 14:07:22.323296,Brand Awareness,Group A,Desktop,Florida,55-64,Female,4898,216,761.49,UID316,6,644.97,0.0278,126.92
2024-08-10 14:07:22.323296,Product Launch,Group B,Mobile,Texas,25-34,Female,7251,372,556.59,UID257,7,494.97,0.0188,79.51
2024-06-20 14:07:22.323296,Holiday Sale,Group C,Desktop,California,35-44,Male,7135,432,516.99,UID444,9,448.51,0.0208,57.44
2024-08-31 14:07:22.323296,Product Launch,Group B,Mobile,California,35-44,Male,7107,157,420.46,UID480,2,205.23,0.0127,210.23
2024-07-16 14:07:22.323296,Brand Awareness,Group B,Desktop,New York,45-54,Male,4971,153,412.35,UID16,3,343.02,0.0196,137.45
2024-06-24 14:07:22.323296,Product Launch,Group B,Tablet,New York,18-24,Male,5776,626,439.66,UID326,9,883.19,0.0144,48.85
2024-06-17 14:07:22.323296,Brand Awareness,Group A,Tablet,California,55-64,Male,5059,66,256.22,UID277,1,79.61,0.0152,256.22
2024-08-12 14:07:22.323296,Product Launch,Group B,Mobile,Illinois,45-54,Male,13105,525,1336.58,UID353,12,840.92,0.0229,111.38
2024-08-29 14:07:22.323296,Brand Awareness,Group A,Mobile,Illinois,25-34,Female,6604,362,310.49,UID495,7,793.73,0.0193,44.36
2024-08-02 14:07:22.323296,Product Launch,Group A,Desktop,Florida,25-34,Female,12206,207,407.54,UID130,3,304.36,0.0145,135.85
2024-08-12 14:07:22.323296,Brand Awareness,Group B,Desktop,New York,25-34,Male,4983,84,99.75,UID204,1,121.2,0.0119,99.75
2024-07-15 14:07:22.323296,Product Launch,Group B,Tablet,Florida,45-54,Female,7885,250,429.7,UID355,4,280.6,0.016,107.42
2024-08-22 14:07:22.323296,Product Launch,Group B,Desktop,New York,55-64,Male,3421,197,297.7,UID288,4,459.16,0.0203,74.42
2024-08-15 14:07:22.323296,Holiday Sale,Group B,Mobile,California,35-44,Male,12309,673,573.3,UID335,13,892.86,0.0193,44.1
2024-08-05 14:07:22.323296,Holiday Sale,Group A,Mobile,Illinois,18-24,Female,4783,393,264.91,UID178,6,342.18,0.0153,44.15
2024-09-11 14:07:22.323296,Brand Awareness,Group B,Mobile,Illinois,35-44,Female,8619,459,470.5,UID133,10,1185.63,0.0218,47.05
2024-07-25 14:07:22.323296,Product Launch,Group B,Mobile,California,55-64,Male,3560,130,111.62,UID211,3,240.45,0.0231,37.21
2024-07-15 14:07:22.323296,Brand Awareness,Group A,Mobile,Florida,35-44,Male,10159,484,154.36,UID336,10,710.38,0.0207,15.44
2024-09-07 14:07:22.323296,Holiday Sale,Group C,Tablet,Florida,45-54,Female,2725,80,59.31,UID38,1,103.55,0.0125,59.31
2024-09-06 14:07:22.323296,Brand Awareness,Group C,Tablet,Texas,25-34,Female,4116,162,905.4,UID154,3,292.78,0.0185,301.8
2024-07-06 14:07:22.323296,Brand Awareness,Group A,Mobile,New York,55-64,Male,5044,84,228.63,UID348,2,239.63,0.0238,114.32
2024-06-18 14:07:22.323296,Holiday Sale,Group C,Desktop,Florida,55-64,Male,5707,182,662.91,UID60,4,334.36,0.022,165.73
2024-06-27 14:07:22.323296,Product Launch,Group A,Mobile,California,35-44,Male,5593,212,252.04,UID222,3,327.21,0.0142,84.01
2024-07-29 14:07:22.323296,Brand Awareness,Group B,Tablet,Florida,45-54,Female,4670,220,327.57,UID426,5,506.85,0.0227,65.51
2024-07-26 14:07:22.323296,Holiday Sale,Group B,Mobile,Illinois,35-44,Male,9919,497,1305.75,UID239,10,959.89,0.0201,130.57
2024-08-02 14:07:22.323296,Product Launch,Group C,Tablet,New York,35-44,Female,991,25,43.44,UID348,0,0.0,0.0,0.0
2024-07-04 14:07:22.323296,Holiday Sale,Group B,Tablet,Texas,55-64,Male,5811,142,126.53,UID9,3,236.78,0.0211,42.18
2024-08-30 14:07:22.323296,Brand Awareness,Group C,Mobile,New York,35-44,Female,7509,396,905.69,UID459,8,920.82,0.0202,113.21
2024-09-03 14:07:22.323296,Product Launch,Group C,Mobile,Illinois,25-34,Female,7348,573,1340.12,UID167,10,791.59,0.0175,134.01
2024-08-07 14:07:22.323296,Product Launch,Group B,Desktop,Illinois,35-44,Female,9050,726,494.37,UID121,15,1287.24,0.0207,32.96
2024-07-20 14:07:22.323296,Holiday Sale,Group B,Tablet,Illinois,25-34,Female,9775,475,599.86,UID272,9,676.3,0.0189,66.65
2024-06-15 14:07:22.323296,Holiday Sale,Group C,Desktop,Illinois,55-64,Male,4248,93,67.58,UID255,1,121.03,0.0108,67.58
2024-06-29 14:07:22.323296,Holiday Sale,Group B,Mobile,California,45-54,Female,9481,422,960.52,UID357,10,824.89,0.0237,96.05
2024-08-30 14:07:22.323296,Product Launch,Group A,Tablet,Texas,25-34,Female,6240,291,409.07,UID369,4,446.48,0.0137,102.27
2024-07-01 14:07:22.323296,Product Launch,Group B,Desktop,Illinois,45-54,Female,11443,491,1052.18,UID33,12,1400.13,0.0244,87.68
2024-07-08 14:07:22.323296,Brand Awareness,Group B,Desktop,Illinois,45-54,Male,6604,332,558.37,UID431,8,778.31,0.0241,69.8
2024-08-11 14:07:22.323296,Product Launch,Group A,Desktop,Florida,25-34,Male,7255,307,157.57,UID318,6,601.32,0.0195,26.26
2024-08-25 14:07:22.323296,Brand Awareness,Group B,Mobile,Texas,55-64,Male,6338,266,457.11,UID75,7,824.8,0.0263,65.3
2024-07-07 14:07:22.323296,Holiday Sale,Group B,Mobile,New York,18-24,Male,8905,472,628.0,UID177,7,544.41,0.0148,89.71
2024-07-30 14:07:22.323296,Holiday Sale,Group C,Mobile,Texas,45-54,Male,8824,537,1820.88,UID469,12,876.88,0.0223,151.74
2024-08-25 14:07:22.323296,Product Launch,Group B,Tablet,Texas,45-54,Male,5360,369,665.04,UID434,8,764.45,0.0217,83.13
2024-06-22 14:07:22.323296,Holiday Sale,Group B,Mobile,Texas,55-64,Female,9105,663,672.62,UID59,18,1030.02,0.0271,37.37
2024-08-12 14:07:22.323296,Holiday Sale,Group A,Tablet,Illinois,55-64,Female,10344,343,641.16,UID318,9,648.1,0.0262,71.24
2024-09-12 14:07:22.323296,Product Launch,Group C,Desktop,Illinois,35-44,Female,8544,579,1225.88,UID143,12,1149.66,0.0207,102.16
2024-08-12 14:07:22.323296,Brand Awareness,Group C,Desktop,California,55-64,Male,6878,171,392.72,UID40,4,425.75,0.0234,98.18
2024-06-27 14:07:22.323296,Product Launch,Group C,Mobile,New York,45-54,Female,9619,554,898.43,UID307,13,694.74,0.0235,69.11
2024-07-23 14:07:22.323296,Brand Awareness,Group B,Desktop,Florida,25-34,Female,7245,258,430.62,UID463,5,341.38,0.0194,86.12
2024-07-12 14:07:22.323296,Product Launch,Group C,Mobile,Texas,18-24,Male,7508,188,200.83,UID218,2,167.27,0.0106,100.42
2024-09-11 14:07:22.323296,Product Launch,Group A,Tablet,New York,35-44,Female,3254,137,222.82,UID480,2,195.52,0.0146,111.41
2024-08-14 14:07:22.323296,Holiday Sale,Group C,Desktop,New York,25-34,Male,6103,442,736.9,UID15,6,254.13,0.0136,122.82
2024-06-30 14:07:22.323296,Product Launch,Group A,Mobile,California,18-24,Female,5403,126,47.76,UID3,1,112.92,0.0079,47.76
2024-06-16 14:07:22.323296,Product Launch,Group C,Desktop,Florida,18-24,Male,6111,350,324.86,UID188,4,495.36,0.0114,81.22
2024-09-04 14:07:22.323296,Brand Awareness,Group C,Desktop,Texas,18-24,Male,7796,592,464.9,UID439,9,1140.06,0.0152,51.66
2024-07-01 14:07:22.323296,Holiday Sale,Group A,Mobile,Florida,25-34,Male,0,0,0.0,UID49,0,0.0,0.0,0.0
2024-07-14 14:07:22.323296,Brand Awareness,Group C,Desktop,California,35-44,Female,2933,85,132.81,UID320,1,121.68,0.0118,132.81
2024-06-27 14:07:22.323296,Brand Awareness,Group C,Desktop,Illinois,35-44,Female,4611,248,547.69,UID247,5,443.74,0.0202,109.54
2024-09-04 14:07:22.323296,Holiday Sale,Group C,Desktop,New York,18-24,Male,4509,152,260.28,UID430,1,96.97,0.0066,260.28
2024-06-27 14:07:22.323296,Holiday Sale,Group B,Desktop,Texas,25-34,Male,5104,288,167.75,UID228,4,229.98,0.0139,41.94
2024-07-27 14:07:22.323296,Holiday Sale,Group A,Tablet,Illinois,18-24,Female,6001,392,251.19,UID292,6,496.55,0.0153,41.86
2024-09-07 14:07:22.323296,Product Launch,Group C,Desktop,California,55-64,Female,3729,172,596.16,UID416,4,557.28,0.0233,149.04
2024-07-05 14:07:22.323296,Holiday Sale,Group A,Desktop,Florida,35-44,Male,5182,257,163.56,UID336,4,279.08,0.0156,40.89
2024-08-08 14:07:22.323296,Holiday Sale,Group A,Mobile,New York,45-54,Female,11589,468,458.19,UID494,10,396.18,0.0214,45.82
2024-09-03 14:07:22.323296,Holiday Sale,Group A,Tablet,Texas,18-24,Female,9342,532,199.47,UID343,7,404.46,0.0132,28.5
2024-07-24 14:07:22.323296,Brand Awareness,Group C,Mobile,Illinois,55-64,Female,6527,310,1313.85,UID81,8,695.97,0.0258,164.23
2024-09-05 14:07:22.323296,Brand Awareness,Group C,Mobile,Illinois,35-44,Male,4931,266,332.02,UID121,5,367.38,0.0188,66.4
2024-06-29 14:07:22.323296,Product Launch,Group A,Mobile,New York,25-34,Male,8426,370,552.46,UID28,7,476.36,0.0189,78.92
2024-08-26 14:07:22.323296,Brand Awareness,Group B,Tablet,Florida,35-44,Female,6695,299,700.36,UID174,6,624.55,0.0201,116.73
2024-08-05 14:07:22.323296,Product Launch,Group A,Mobile,California,25-34,Male,7436,453,379.46,UID272,8,792.36,0.0177,47.43
2024-08-27 14:07:22.323296,Brand Awareness,Group B,Mobile,Florida,25-34,Female,3691,348,201.48,UID299,6,352.27,0.0172,33.58
2024-08-06 14:07:22.323296,Holiday Sale,Group A,Mobile,Florida,18-24,Female,6172,306,228.5,UID282,4,268.07,0.0131,57.12
2024-09-09 14:07:22.323296,Brand Awareness,Group A,Desktop,Florida,18-24,Male,7116,658,731.9,UID221,10,1007.54,0.0152,73.19
2024-08-05 14:07:22.323296,Product Launch,Group A,Mobile,New York,35-44,Male,4759,383,516.63,UID395,8,550.65,0.0209,64.58
2024-07-14 14:07:22.323296,Brand Awareness,Group C,Tablet,New York,55-64,Male,2422,48,100.69,UID410,1,104.72,0.0208,100.69
2024-07-17 14:07:22.323296,Holiday Sale,Group B,Tablet,California,35-44,Female,5890,300,260.67,UID79,6,390.57,0.02,43.44
2024-08-10 14:07:22.323296,Product Launch,Group B,Desktop,Florida,45-54,Female,9741,424,507.89,UID494,9,728.23,0.0212,56.43
2024-08-05 14:07:22.323296,Holiday Sale,Group A,Tablet,New York,25-34,Male,5893,508,590.11,UID189,9,496.26,0.0177,65.57
2024-06-23 14:07:22.323296,Holiday Sale,Group C,Tablet,California,25-34,Male,8482,376,249.38,UID408,7,527.34,0.0186,35.63
2024-08-07 14:07:22.323296,Product Launch,Group C,Desktop,California,18-24,Male,4521,108,107.26,UID324,1,84.73,0.0093,107.26
2024-06-15 14:07:22.323296,Holiday Sale,Group B,Mobile,Florida,55-64,Female,9789,571,615.81,UID168,15,653.4,0.0263,41.05
2024-07-28 14:07:22.323296,Holiday Sale,Group C,Desktop,Texas,18-24,Female,9109,476,460.82,UID73,7,502.21,0.0147,65.83
2024-08-28 14:07:22.323296,Brand Awareness,Group B,Mobile,Florida,45-54,Female,2017,28,94.0,UID488,0,0.0,0.0,0.0
2024-09-02 14:07:22.323296,Holiday Sale,Group B,Mobile,Texas,35-44,Male,8304,608,1201.85,UID82,13,603.68,0.0214,92.45
2024-06-23 14:07:22.323296,Holiday Sale,Group B,Tablet,California,35-44,Male,2451,95,202.92,UID214,1,102.59,0.0105,202.92
2024-07-16 14:07:22.323296,Holiday Sale,Group C,Desktop,New York,55-64,Female,5836,78,95.19,UID441,1,96.74,0.0128,95.19
2024-06-29 14:07:22.323296,Holiday Sale,Group B,Tablet,Illinois,18-24,Male,7465,422,311.07,UID14,6,330.69,0.0142,51.84
2024-06-26 14:07:22.323296,Product Launch,Group B,Tablet,California,18-24,Male,10431,476,263.25,UID353,7,627.47,0.0147,37.61
2024-08-31 14:07:22.323296,Brand Awareness,Group A,Mobile,New York,45-54,Male,5635,264,417.08,UID295,6,650.87,0.0227,69.51
2024-08-10 14:07:22.323296,Holiday Sale,Group B,Tablet,California,35-44,Male,5197,260,248.32,UID444,4,314.39,0.0154,62.08
2024-06-22 14:07:22.323296,Holiday Sale,Group B,Desktop,Florida,18-24,Female,6547,216,132.21,UID142,3,208.14,0.0139,44.07
2024-08-25 14:07:22.323296,Product Launch,Group A,Tablet,Texas,55-64,Male,8217,236,309.97,UID224,6,339.46,0.0254,51.66
2024-07-11 14:07:22.323296,Holiday Sale,Group A,Tablet,California,35-44,Female,5238,272,129.66,UID300,6,503.46,0.0221,21.61
2024-08-15 14:07:22.323296,Product Launch,Group C,Mobile,New York,45-54,Female,8631,347,277.59,UID57,8,778.05,0.0231,34.7
2024-06-26 14:07:22.323296,Brand Awareness,Group B,Desktop,Florida,55-64,Male,3953,79,174.85,UID159,2,161.97,0.0253,87.42
2024-08-18 14:07:22.323296,Brand Awareness,Group C,Tablet,Illinois,25-34,Female,3169,285,445.41,UID236,5,498.82,0.0175,89.08
2024-07-26 14:07:22.323296,Holiday Sale,Group C,Mobile,Florida,45-54,Female,6025,319,508.0,UID221,7,517.83,0.0219,72.57
2024-08-15 14:07:22.323296,Holiday Sale,Group A,Tablet,Texas,55-64,Male,2650,31,39.54,UID225,0,0.0,0.0,0.0
2024-06-25 14:07:22.323296,Holiday Sale,Group C,Desktop,Florida,18-24,Female,981,61,51.3,UID318,0,0.0,0.0,0.0
2024-07-27 14:07:22.323296,Product Launch,Group B,Tablet,Illinois,25-34,Female,5800,290,678.35,UID157,4,244.38,0.0138,169.59
2024-07-01 14:07:22.323296,Holiday Sale,Group A,Tablet,New York,45-54,Female,7297,420,511.3,UID498,10,493.33,0.0238,51.13
2024-07-16 14:07:22.323296,Holiday Sale,Group B,Mobile,California,18-24,Female,8268,400,243.86,UID14,6,216.09,0.015,40.64
2024-09-07 14:07:22.323296,Brand Awareness,Group B,Tablet,Texas,25-34,Female,4825,168,138.93,UID334,3,304.79,0.0179,46.31
2024-09-07 14:07:22.323296,Holiday Sale,Group A,Mobile,Illinois,35-44,Female,14487,1023,1694.07,UID377,22,1663.2,0.0215,77.0
2024-07-24 14:07:22.323296,Brand Awareness,Group B,Desktop,Texas,18-24,Female,5336,501,267.54,UID388,8,857.86,0.016,33.44
2024-07-07 14:07:22.323296,Holiday Sale,Group A,Tablet,Florida,55-64,Female,3370,67,63.13,UID145,1,94.22,0.0149,63.13
2024-08-09 14:07:22.323296,Brand Awareness,Group B,Desktop,Texas,45-54,Male,2760,38,88.76,UID92,0,0.0,0.0,0.0
2024-06-20 14:07:22.323296,Holiday Sale,Group A,Desktop,Illinois,25-34,Male,7500,484,186.76,UID164,9,564.43,0.0186,20.75
2024-09-08 14:07:22.323296,Brand Awareness,Group C,Tablet,California,18-24,Male,4129,278,255.96,UID335,4,459.26,0.0144,63.99
2024-08-03 14:07:22.323296,Product Launch,Group B,Mobile,California,35-44,Female,3051,88,131.21,UID85,1,122.15,0.0114,131.21
2024-07-21 14:07:22.323296,Brand Awareness,Group A,Desktop,Texas,45-54,Female,4882,72,112.69,UID231,1,81.38,0.0139,112.69
2024-08-17 14:07:22.323296,Brand Awareness,Group B,Desktop,New York,45-54,Female,4911,94,108.29,UID287,2,188.49,0.0213,54.14
2024-08-07 14:07:22.323296,Brand Awareness,Group B,Tablet,Texas,18-24,Male,8191,453,421.42,UID118,7,682.41,0.0155,60.2
2024-08-25 14:07:22.323296,Holiday Sale,Group B,Tablet,Florida,35-44,Male,4750,403,674.79,UID94,7,642.54,0.0174,96.4
2024-08-02 14:07:22.323296,Holiday Sale,Group A,Tablet,California,25-34,Male,6246,193,483.46,UID230,3,167.46,0.0155,161.15
2024-06-25 14:07:22.323296,Holiday Sale,Group C,Tablet,California,18-24,Female,12277,900,804.18,UID224,15,1219.53,0.0167,53.61
2024-09-10 14:07:22.323296,Product Launch,Group C,Tablet,California,25-34,Male,6788,406,188.17,UID226,7,424.07,0.0172,26.88
2024-08-02 14:07:22.323296,Product Launch,Group C,Tablet,New York,45-54,Male,3787,156,326.81,UID112,3,374.61,0.0192,108.94
2024-07-05 14:07:22.323296,Brand Awareness,Group A,Mobile,New York,25-34,Female,3570,221,271.9,UID441,4,468.15,0.0181,67.97
2024-08-19 14:07:22.323296,Product Launch,Group C,Desktop,Illinois,35-44,Male,3085,233,187.36,UID94,4,387.55,0.0172,46.84
2024-08-16 14:07:22.323296,Brand Awareness,Group A,Mobile,Texas,55-64,Female,5154,308,443.36,UID400,8,946.67,0.026,55.42
2024-09-05 14:07:22.323296,Brand Awareness,Group B,Mobile,Texas,35-44,Male,7062,237,271.11,UID355,5,449.91,0.0211,54.22
2024-07-12 14:07:22.323296,Brand Awareness,Group B,Tablet,Florida,25-34,Female,8261,276,204.47,UID120,5,407.72,0.0181,40.89
2024-07-01 14:07:22.323296,Product Launch,Group C,Desktop,California,18-24,Female,2432,81,82.85,UID172,1,134.13,0.0123,82.85
2024-06-20 14:07:22.323296,Holiday Sale,Group A,Mobile,New York,45-54,Female,10107,640,1998.06,UID121,15,891.76,0.0234,133.2
2024-07-03 14:07:22.323296,Product Launch,Group B,Tablet,Florida,55-64,Female,6393,200,206.92,UID117,4,454.16,0.02,51.73
2024-08-09 14:07:22.323296,Brand Awareness,Group A,Tablet,Florida,18-24,Female,4476,198,607.94,UID200,3,366.53,0.0152,202.65
2024-07-12 14:07:22.323296,Brand Awareness,Group A,Desktop,New York,18-24,Male,4165,130,181.43,UID28,2,232.25,0.0154,90.72
2024-08-19 14:07:22.323296,Product Launch,Group B,Mobile,Texas,35-44,Female,1389,84,113.12,UID130,1,111.99,0.0119,113.12
2024-07-22 14:07:22.323296,Brand Awareness,Group A,Mobile,California,25-34,Female,6275,200,255.39,UID86,4,454.41,0.02,63.85
2024-07-21 14:07:22.323296,Brand Awareness,Group B,Mobile,Texas,35-44,Female,2362,99,111.27,UID310,2,242.3,0.0202,55.64
2024-08-21 14:07:22.323296,Product Launch,Group B,Tablet,Florida,25-34,Female,4203,262,380.11,UID41,4,425.42,0.0153,95.03
2024-09-08 14:07:22.323296,Product Launch,Group B,Desktop,California,35-44,Male,7002,219,397.25,UID201,4,396.83,0.0183,99.31
2024-09-12 14:07:22.323296,Product Launch,Group A,Desktop,Illinois,18-24,Female,1639,76,24.09,UID85,1,72.62,0.0132,24.09
2024-08-02 14:07:22.323296,Brand Awareness,Group B,Mobile,Florida,45-54,Male,2358,90,604.48,UID473,2,212.73,0.0222,302.24
2024-07-27 14:07:22.323296,Brand Awareness,Group A,Tablet,Texas,25-34,Female,7437,451,273.54,UID365,9,1085.1,0.02,30.39
2024-07-20 14:07:22.323296,Holiday Sale,Group B,Mobile,Texas,55-64,Female,7866,326,359.28,UID125,9,467.91,0.0276,39.92
2024-08-11 14:07:22.323296,Holiday Sale,Group B,Desktop,Texas,55-64,Male,5512,207,82.65,UID298,4,286.26,0.0193,20.66
2024-06-27 14:07:22.323296,Product Launch,Group C,Tablet,New York,18-24,Male,6301,274,250.58,UID75,3,325.52,0.0109,83.53
2024-08-05 14:07:22.323296,Holiday Sale,Group C,Mobile,Florida,35-44,Male,9507,189,167.92,UID88,3,260.49,0.0159,55.97
2024-08-11 14:07:22.323296,Brand Awareness,Group C,Mobile,California,35-44,Female,7249,268,346.09,UID134,5,384.14,0.0187,69.22
2024-07-16 14:07:22.323296,Holiday Sale,Group A,Tablet,Texas,18-24,Male,4162,208,202.6,UID124,3,231.74,0.0144,67.53
2024-09-03 14:07:22.323296,Brand Awareness,Group A,Desktop,Texas,55-64,Female,2950,100,189.88,UID318,2,185.69,0.02,94.94
2024-08-13 14:07:22.323296,Product Launch,Group B,Tablet,New York,55-64,Male,7459,170,400.53,UID30,4,346.11,0.0235,100.13
2024-09-05 14:07:22.323296,Product Launch,Group B,Mobile,California,35-44,Male,7536,252,189.07,UID316,4,326.56,0.0159,47.27
2024-08-11 14:07:22.323296,Brand Awareness,Group B,Mobile,Florida,25-34,Female,2312,171,266.62,UID92,3,260.67,0.0175,88.87
2024-08-09 14:07:22.323296,Holiday Sale,Group B,Mobile,Illinois,45-54,Male,4537,125,114.85,UID126,3,219.96,0.024,38.28
2024-07-12 14:07:22.323296,Product Launch,Group A,Mobile,New York,25-34,Male,5534,204,211.9,UID226,3,286.33,0.0147,70.63
2024-06-15 14:07:22.323296,Product Launch,Group B,Desktop,Florida,55-64,Female,6056,203,415.54,UID158,4,457.14,0.0197,103.88
2024-07-26 14:07:22.323296,Holiday Sale,Group B,Desktop,Illinois,25-34,Female,7654,781,607.32,UID71,15,775.63,0.0192,40.49
2024-09-04 14:07:22.323296,Holiday Sale,Group C,Mobile,Texas,45-54,Female,3421,96,113.85,UID379,1,113.94,0.0104,113.85
2024-08-01 14:07:22.323296,Brand Awareness,Group B,Desktop,Texas,25-34,Male,5083,168,141.5,UID444,3,326.03,0.0179,47.17
2024-07-24 14:07:22.323296,Holiday Sale,Group B,Desktop,California,25-34,Male,5347,337,583.66,UID358,6,279.38,0.0178,97.28
2024-08-16 14:07:22.323296,Holiday Sale,Group B,Desktop,Illinois,25-34,Male,4000,232,334.66,UID82,4,390.37,0.0172,83.66
2024-08-29 14:07:22.323296,Holiday Sale,Group A,Mobile,Texas,25-34,Male,7467,316,332.72,UID84,6,427.19,0.019,55.45
2024-08-25 14:07:22.323296,Brand Awareness,Group C,Tablet,Texas,18-24,Male,4774,331,366.7,UID360,5,576.54,0.0151,73.34
2024-09-10 14:07:22.323296,Brand Awareness,Group B,Tablet,California,55-64,Female,6603,103,210.71,UID369,2,246.25,0.0194,105.36
2024-09-02 14:07:22.323296,Product Launch,Group B,Tablet,Florida,45-54,Male,3933,102,274.6,UID103,2,238.74,0.0196,137.3
2024-06-18 14:07:22.323296,Brand Awareness,Group C,Mobile,Texas,55-64,Female,5470,75,225.07,UID420,2,194.96,0.0267,112.54
2024-07-22 14:07:22.323296,Product Launch,Group B,Desktop,New York,18-24,Male,2234,228,411.49,UID109,3,343.51,0.0132,137.16
2024-07-11 14:07:22.323296,Holiday Sale,Group A,Desktop,New York,18-24,Female,6675,152,107.47,UID394,1,63.8,0.0066,107.47
2024-06-23 14:07:22.323296,Product Launch,Group B,Mobile,Florida,18-24,Male,7112,499,662.81,UID62,7,647.25,0.014,94.69
2024-06-30 14:07:22.323296,Product Launch,Group A,Mobile,Illinois,18-24,Male,7315,346,654.98,UID310,4,538.6,0.0116,163.74
2024-08-09 14:07:22.323296,Holiday Sale,Group A,Tablet,California,25-34,Female,9163,312,196.36,UID461,6,344.37,0.0192,32.73
2024-08-29 14:07:22.323296,Product Launch,Group B,Tablet,New York,55-64,Male,7929,282,307.37,UID277,7,709.85,0.0248,43.91
2024-07-15 14:07:22.323296,Brand Awareness,Group C,Mobile,New York,35-44,Female,6162,152,194.5,UID41,3,270.92,0.0197,64.83
2024-09-10 14:07:22.323296,Brand Awareness,Group A,Tablet,Florida,45-54,Male,5991,276,279.9,UID221,6,682.7,0.0217,46.65
2024-06-28 14:07:22.323296,Brand Awareness,Group C,Desktop,Illinois,18-24,Male,8737,144,72.61,UID5,2,241.02,0.0139,36.3
2024-07-09 14:07:22.323296,Brand Awareness,Group B,Mobile,Illinois,55-64,Female,4065,201,777.24,UID321,5,343.05,0.0249,155.45
2024-07-18 14:07:22.323296,Product Launch,Group A,Mobile,Florida,18-24,Male,9312,432,883.33,UID321,7,487.81,0.0162,126.19
2024-08-20 14:07:22.323296,Product Launch,Group B,Desktop,New York,18-24,Female,8102,624,360.86,UID492,9,1028.76,0.0144,40.1
2024-07-08 14:07:22.323296,Holiday Sale,Group C,Desktop,California,18-24,Male,6700,442,180.33,UID407,6,476.83,0.0136,30.06
2024-08-26 14:07:22.323296,Product Launch,Group B,Desktop,New York,18-24,Male,5560,280,211.0,UID259,3,329.76,0.0107,70.33
2024-07-10 14:07:22.323296,Product Launch,Group B,Tablet,Illinois,18-24,Male,6283,404,788.57,UID5,6,473.54,0.0149,131.43
2024-07-04 14:07:22.323296,Product Launch,Group A,Mobile,New York,45-54,Male,7968,216,274.84,UID209,4,422.77,0.0185,68.71
2024-08-17 14:07:22.323296,Holiday Sale,Group B,Tablet,California,55-64,Male,8707,408,611.79,UID14,10,943.34,0.0245,61.18
2024-06-24 14:07:22.323296,Brand Awareness,Group B,Desktop,Texas,18-24,Male,4050,385,566.44,UID411,6,587.77,0.0156,94.41
2024-09-05 14:07:22.323296,Product Launch,Group B,Tablet,New York,18-24,Male,1002,40,47.45,UID411,0,0.0,0.0,0.0
2024-08-20 14:07:22.323296,Holiday Sale,Group A,Desktop,Florida,18-24,Female,9516,439,772.53,UID178,6,453.84,0.0137,128.76
2024-07-08 14:07:22.323296,Holiday Sale,Group C,Tablet,Texas,18-24,Male,1702,165,96.28,UID307,1,86.68,0.0061,96.28
2024-06-19 14:07:22.323296,Holiday Sale,Group C,Tablet,Florida,25-34,Male,3402,199,189.56,UID127,3,176.45,0.0151,63.19
2024-08-20 14:07:22.323296,Brand Awareness,Group B,Desktop,Florida,25-34,Male,4195,369,621.71,UID424,7,913.78,0.019,88.82
2024-08-11 14:07:22.323296,Product Launch,Group A,Tablet,Florida,35-44,Female,3085,199,270.78,UID401,3,334.21,0.0151,90.26
2024-07-11 14:07:22.323296,Holiday Sale,Group B,Mobile,New York,18-24,Female,8452,656,297.62,UID346,10,604.75,0.0152,29.76
2024-09-02 14:07:22.323296,Brand Awareness,Group C,Tablet,Illinois,35-44,Male,4407,198,158.04,UID423,4,375.1,0.0202,39.51
2024-06-29 14:07:22.323296,Holiday Sale,Group A,Tablet,Texas,45-54,Male,9855,213,126.53,UID478,4,240.86,0.0188,31.63
2024-07-19 14:07:22.323296,Holiday Sale,Group C,Mobile,California,35-44,Male,2676,162,258.81,UID117,3,242.66,0.0185,86.27
2024-08-29 14:07:22.323296,Holiday Sale,Group C,Desktop,Illinois,55-64,Female,5514,100,95.55,UID431,1,94.96,0.01,95.55
2024-08-06 14:07:22.323296,Holiday Sale,Group A,Mobile,New York,25-34,Male,7512,181,229.5,UID94,3,190.46,0.0166,76.5
2024-07-28 14:07:22.323296,Holiday Sale,Group A,Tablet,Florida,25-34,Female,7627,205,214.61,UID444,3,233.64,0.0146,71.54
2024-07-10 14:07:22.323296,Brand Awareness,Group B,Desktop,California,18-24,Male,6388,189,145.57,UID233,3,199.23,0.0159,48.52
2024-07-31 14:07:22.323296,Product Launch,Group B,Tablet,Texas,18-24,Female,3804,271,176.31,UID236,3,297.79,0.0111,58.77
